""	"logFC"	"unshrunk.logFC"	"logCPM"	"P.Value"	"FC"	"FDR"
"Rbm44"	-3.23849074119301	-144269480.848835	-2.12048797177464	0.16652701167063	-9.43806260456847	0.999999955972958
"AC109942.1"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Vpreb2"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Ccdc155"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Trpv3"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Fam196a"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Pgr"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Klhl30"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Tcerg1l"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Mas1"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Clrn3"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Gldn"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Btn1a1"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Pnmal2"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Lypd2"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Celf3"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Nipal4"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Rhox12"	-3.23487638569405	-144269480.844492	-2.12138755305504	0.167949194045856	-9.41444720598033	0.999999955972958
"Slc47a2"	-3.23347008329229	-144269480.843068	-2.12154067881147	0.133858925678987	-9.40527471377287	0.999999955972958
"Tm4sf20"	-3.23347008329229	-144269480.843068	-2.12154067881147	0.133858925678987	-9.40527471377287	0.999999955972958
"Lvrn"	-3.23347008329229	-144269480.843068	-2.12154067881147	0.133858925678987	-9.40527471377287	0.999999955972958
